Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
5-March-2024,251.10,254.81,251.10,253.29,253.331458759372869802,5868,381,1486549.00,4373,74.52,3.71,2.19
4-March-2024,255.90,255.90,253.85,254.08,254.349255039439088518,11410,387,2902125.00,9319,81.67,2.05,-1.82
2-March-2024,257.88,257.88,252.80,253.77,253.651731160896130346,1473,47,373629.00,1264,85.81,5.08,-4.11
1-March-2024,253.25,253.75,252.06,253.16,252.975589573851882498,2417,149,611442.00,2136,88.37,1.69,-0.09
29-February-2024,253.90,254.68,252.00,253.24,253.069188458940461256,10363,161,2622556.00,10022,96.71,2.68,-0.66
28-February-2024,253.90,255.06,252.00,253.11,253.676289782896272663,12851,301,3259994.00,10164,79.09,3.06,-0.79
27-February-2024,251.25,254.00,251.25,252.09,252.202607423174138619,7517,280,1895807.00,6193,82.39,2.75,0.84
26-February-2024,252.90,255.00,251.83,253.47,253.507933592889150077,27226,244,6902007.00,26400,96.97,3.17,0.57
23-February-2024,251.50,254.00,251.50,252.15,252.299823466364037576,31722,273,8003455.00,31170,98.26,2.50,0.65
22-February-2024,251.90,252.90,251.71,252.23,252.261740763932373199,1597,90,402862.00,1450,90.80,1.19,0.33
21-February-2024,251.90,254.00,251.00,251.99,253.065420354956621306,45414,652,11492713.00,39667,87.35,3.00,0.09
20-February-2024,251.20,254.46,251.20,253.84,252.844117821020878925,33814,424,8549671.00,22780,67.37,3.26,2.64
19-February-2024,258.00,258.00,255.62,255.98,256.526729937530033637,16648,400,4270657.00,14970,89.92,2.38,-2.02
16-February-2024,255.13,256.54,253.14,256.14,255.387489197633450774,15043,467,3841794.00,12371,82.24,3.40,1.01
15-February-2024,254.92,257.90,253.30,255.13,255.725177711534051822,8722,235,2230435.00,7259,83.23,4.60,0.21
14-February-2024,255.99,255.99,250.55,254.92,253.766367334407859390,13029,644,3306322.00,10900,83.66,5.44,-1.07
13-February-2024,254.99,254.99,251.00,253.68,253.548932620483069806,26373,418,6686846.00,24038,91.15,3.99,-1.31
12-February-2024,252.90,254.05,250.00,252.68,252.879380302471412762,43376,800,10968896.00,39120,90.19,4.05,-0.22
