Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover ₹,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty
MINDSPACE,RR,22-Nov-2021,326.55,329.50,332.00,320.50,323.60,324.81,326.05,"88,584","2,88,82,464.79","1,296","65,284",73.70
MINDSPACE,RR,23-Nov-2021,324.81,327.99,332.00,324.00,325.90,326.43,329.75,"1,41,132","4,65,38,404.76","1,117","1,22,902",87.08
MINDSPACE,RR,24-Nov-2021,326.43,329.70,330.50,326.30,326.30,327.92,328.70,"1,17,922","3,87,61,006.54","1,235","1,07,108",90.83
MINDSPACE,RR,25-Nov-2021,327.92,329.96,329.96,320.50,328.45,326.31,324.98,"34,095","1,10,80,233.13","1,620","23,862",69.99
MINDSPACE,RR,26-Nov-2021,326.31,325.00,333.00,325.00,330.70,331.22,330.51,"1,31,866","4,35,83,383.23","1,397","98,452",74.66
MINDSPACE,RR,29-Nov-2021,331.22,333.90,333.90,322.00,326.99,326.46,327.46,"79,851","2,61,48,376.90","1,398","61,885",77.50
MINDSPACE,RR,30-Nov-2021,326.46,329.80,329.89,315.40,317.01,316.93,319.87,"2,46,892","7,89,72,451.60","3,682","1,98,273",80.31
MINDSPACE,RR,01-Dec-2021,316.93,317.00,325.00,317.00,318.99,318.54,318.98,"27,135","86,55,504.23","1,579","24,436",90.05
MINDSPACE,RR,02-Dec-2021,318.54,324.50,324.50,318.50,318.85,318.99,319.77,"1,81,596","5,80,69,596.72","1,593","1,67,860",92.44
MINDSPACE,RR,03-Dec-2021,318.99,319.00,327.99,319.00,325.01,326.23,323.27,"26,729","86,40,800.98","1,064","17,915",67.02
MINDSPACE,RR,06-Dec-2021,326.23,328.00,328.00,319.10,320.60,320.98,321.55,"1,68,242","5,40,98,412.50","2,973","1,41,284",83.98
MINDSPACE,RR,07-Dec-2021,320.98,325.70,327.90,317.00,324.00,323.97,320.44,"1,72,851","5,53,88,970.94","3,266","1,37,922",79.79
MINDSPACE,RR,08-Dec-2021,323.97,327.81,330.00,321.21,329.50,328.86,327.99,"42,327","1,38,82,711.17","1,227","31,788",75.10
MINDSPACE,RR,09-Dec-2021,328.86,328.10,329.00,323.00,323.11,325.26,325.86,"3,42,647","11,16,56,295.85","2,381","3,30,857",96.56
MINDSPACE,RR,10-Dec-2021,325.26,325.26,327.90,321.96,322.50,322.79,323.28,"60,576","1,95,82,914.62","1,150","49,741",82.11
MINDSPACE,RR,13-Dec-2021,322.79,324.87,330.80,320.30,330.79,329.98,328.43,"50,967","1,67,39,141.61","1,675","38,419",75.38
MINDSPACE,RR,14-Dec-2021,329.98,329.98,329.98,323.78,326.88,324.57,326.13,"50,945","1,66,14,871.84","1,082","42,385",83.20
MINDSPACE,RR,15-Dec-2021,324.57,327.49,331.00,323.31,330.00,329.68,328.76,"48,311","1,58,82,827.30",779,"35,784",74.07
MINDSPACE,RR,16-Dec-2021,329.68,330.95,330.95,326.10,327.00,327.04,327.86,"48,757","1,59,85,596.47",422,"44,227",90.71
MINDSPACE,RR,17-Dec-2021,327.04,325.30,328.51,321.76,326.00,325.74,324.52,"2,39,357","7,76,76,790.57","2,638","2,00,647",83.83
MINDSPACE,RR,20-Dec-2021,325.74,325.10,325.10,316.50,318.15,318.72,319.74,"1,58,088","5,05,47,075.74","1,532","1,42,722",90.28
MINDSPACE,RR,21-Dec-2021,318.72,322.80,322.80,317.50,318.00,319.71,320.32,"92,286","2,95,61,254.86","1,044","74,940",81.20
