Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover ₹,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty
NXST,RR,12-Jul-2023,113.04,113.50,114.44,112.11,114.15,114.17,113.91,"8,34,231","9,50,31,069.45","4,116","7,67,545",92.01
NXST,RR,13-Jul-2023,114.17,114.85,115.25,113.70,114.55,114.13,114.93,"13,62,488","15,65,91,839.29","10,260","12,53,299",91.99
NXST,RR,14-Jul-2023,114.13,116.38,116.42,113.02,114.50,114.21,114.06,"3,20,023","3,65,01,514.34","3,165","2,44,806",76.50
NXST,RR,17-Jul-2023,114.21,114.51,114.61,113.00,114.40,114.50,114.32,"2,86,937","3,28,01,334.28","4,090","2,38,872",83.25
NXST,RR,18-Jul-2023,114.50,114.65,115.71,114.11,114.90,114.88,115.05,"4,42,465","5,09,05,112.86","4,105","3,17,478",71.75
NXST,RR,19-Jul-2023,114.88,115.44,116.00,114.51,115.90,115.69,115.53,"4,28,434","4,94,97,183.44","7,524","3,25,439",75.96
NXST,RR,20-Jul-2023,115.69,115.99,118.99,115.70,116.70,116.70,116.85,"4,34,825","5,08,07,933.03","4,926","3,53,067",81.20
NXST,RR,21-Jul-2023,116.70,117.40,117.75,114.51,116.35,116.03,116.62,"5,52,938","6,44,82,993.22","5,885","4,34,029",78.50
NXST,RR,24-Jul-2023,116.03,117.30,117.85,116.10,116.79,116.63,116.87,"5,78,582","6,76,17,089.73","6,704","4,53,918",78.45
NXST,RR,25-Jul-2023,116.63,117.85,117.94,115.01,116.85,116.30,116.86,"5,16,313","6,03,35,608.59","8,443","3,76,681",72.96
NXST,RR,26-Jul-2023,116.30,116.30,117.25,115.56,116.75,116.43,116.76,"6,64,085","7,75,37,481.95","13,975","5,58,088",84.04
NXST,RR,27-Jul-2023,116.43,117.75,117.94,116.11,116.50,116.68,117.55,"5,64,588","6,63,69,280.10","5,488","4,79,120",84.86
NXST,RR,28-Jul-2023,116.68,116.00,117.35,114.97,115.51,115.79,116.68,"2,77,379","3,23,65,268.15","7,117","1,98,470",71.55
NXST,RR,31-Jul-2023,115.79,118.15,118.15,114.99,115.25,116.00,116.58,"5,58,090","6,50,59,550.77","12,391","3,38,906",60.73
NXST,RR,01-Aug-2023,116.00,116.72,117.00,114.55,115.43,115.09,115.99,"2,49,818","2,89,75,636.04","6,606","1,78,600",71.49
NXST,RR,02-Aug-2023,115.09,116.00,116.75,113.50,114.00,113.89,115.09,"2,88,977","3,32,58,090.03","7,751","1,82,897",63.29
NXST,RR,03-Aug-2023,113.89,113.75,116.30,113.75,114.32,114.55,115.57,"3,48,322","4,02,56,493.23","8,254","2,71,633",77.98
NXST,RR,04-Aug-2023,114.55,115.95,115.95,113.56,114.00,113.89,114.48,"1,95,855","2,24,21,208.93","6,109","1,47,073",75.09
NXST,RR,07-Aug-2023,113.89,115.39,116.39,114.12,115.75,115.72,115.72,"3,82,719","4,42,87,102.53","17,286","2,81,606",73.58
NXST,RR,08-Aug-2023,115.72,116.45,116.45,115.00,115.19,115.43,116.01,"4,24,175","4,92,07,171.27","14,589","3,47,208",81.85
NXST,RR,09-Aug-2023,115.43,116.00,116.45,114.48,115.60,115.94,115.99,"18,38,978","21,33,07,725.46","13,440","17,78,570",96.72
NXST,RR,10-Aug-2023,115.94,116.45,116.85,115.01,116.00,115.87,116.00,"26,09,273","30,26,80,213.60","4,221","25,31,901",97.03
NXST,RR,11-Aug-2023,115.87,114.55,117.00,114.55,116.31,116.93,116.81,"6,44,829","7,53,22,330.93","10,499","6,06,619",94.07
NXST,RR,14-Aug-2023,116.93,117.39,118.25,116.01,118.00,117.98,117.85,"15,60,435","18,39,03,785.17","14,616","14,39,491",92.25
NXST,RR,16-Aug-2023,117.98,118.35,120.00,116.50,119.60,119.20,119.39,"6,55,219","7,82,29,146.69","9,105","5,06,190",77.26
NXST,RR,17-Aug-2023,119.20,122.70,122.70,119.50,120.40,120.46,121.44,"9,31,263","11,30,94,878.51","13,974","6,64,490",71.35
NXST,RR,18-Aug-2023,120.46,127.70,127.70,120.80,121.20,122.02,123.26,"11,29,645","13,92,44,413.08","13,885","7,85,348",69.52
NXST,RR,21-Aug-2023,122.02,123.73,123.99,119.50,120.00,121.48,121.69,"6,57,079","7,99,62,753.12","5,375","5,87,296",89.38
NXST,RR,22-Aug-2023,121.48,121.00,121.80,119.13,120.00,119.49,121.09,"5,60,090","6,78,20,714.06","10,274","4,25,051",75.89
NXST,RR,23-Aug-2023,119.49,120.90,121.85,118.00,120.00,119.98,121.20,"4,30,429","5,21,67,698.20","6,766","3,93,529",91.43
NXST,RR,24-Aug-2023,119.98,121.40,122.00,120.00,121.60,121.06,121.64,"5,82,084","7,08,05,886.81","10,856","4,45,040",76.46
NXST,RR,25-Aug-2023,121.06,122.00,122.95,121.05,121.88,121.83,122.11,"8,68,916","10,61,05,438.16","13,463","7,49,286",86.23
NXST,RR,28-Aug-2023,121.83,122.80,124.50,119.00,119.56,120.24,123.04,"9,14,278","11,24,95,365.29","11,872","6,19,433",67.75
NXST,RR,29-Aug-2023,120.24,120.44,124.25,120.44,123.90,123.93,123.84,"16,66,672","20,63,92,437.99","16,187","13,75,246",82.51
